"visitnumber","visitid","visitstarttime","date","fullvisitorid","channelgrouping","socialengagementtype","pageviews","unit_price"
1,1498985212,1498985212,"2017-07-02",6.903948598213083E+16,"Referral","Not Socially Engaged",2,0
1,1498685392,1498685392,"2017-06-28",7.043309912452326E+18,"Affiliates","Not Socially Engaged",2,0
1,1498537275,1498537275,"2017-06-26",3.888291057894196E+18,"Referral","Not Socially Engaged",2,0
6,1500420242,1500420242,"2017-07-18",6.371918629846302E+18,"Referral","Not Socially Engaged",2,0
1,1494981244,1494981244,"2017-05-16",9.713111796568238E+18,"Direct","Not Socially Engaged",2,0
1,1494999045,1494999045,"2017-05-16",8.476638553545426E+16,"Direct","Not Socially Engaged",2,0
1,1498897093,1498897093,"2017-07-01",1.9115071412356751E+18,"Direct","Not Socially Engaged",3,0
1,1499496461,1499496461,"2017-07-07",3.7565067373324933E+18,"Direct","Not Socially Engaged",3,0
1,1501079755,1501079755,"2017-07-26",9.74597694858927E+18,"Organic Search","Not Socially Engaged",3,0
1,1498498970,1498498970,"2017-06-26",6.515934569921956E+18,"Direct","Not Socially Engaged",3,1990000
2,1501090017,1501090017,"2017-07-26",6.407940414507564E+18,"Organic Search","Not Socially Engaged",6,7600000
1,1493621869,1493622050,"2017-05-01",1.1980681665760364E+18,"Organic Search","Not Socially Engaged",6,14690000
1,1493662766,1493662766,"2017-05-01",7.1835238131106E+17,"Organic Search","Not Socially Engaged",8,55990000
1,1495355452,1495355452,"2017-05-21",1.200661902631467E+18,"Direct","Not Socially Engaged",11,6990000
2,1500679344,1500679344,"2017-07-21",6.354417216002966E+18,"Referral","Not Socially Engaged",14,6800000
74,1495301021,1495301021,"2017-05-20",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1494259593,1494259593,"2017-05-08",9.750631274384794E+18,"Social","Not Socially Engaged",1,0
1,1494256160,1494256160,"2017-05-08",2.690018279533447E+18,"Social","Not Socially Engaged",1,0
1,1497458291,1497458291,"2017-06-14",9.375519072551059E+17,"Social","Not Socially Engaged",1,0
1,1499305477,1499305477,"2017-07-05",4.467058474056869E+18,"Social","Not Socially Engaged",1,0
1,1497730616,1497730616,"2017-06-17",6.831738962504698E+18,"Social","Not Socially Engaged",1,0
1,1496800121,1496800121,"2017-06-06",5.461349169430407E+18,"Social","Not Socially Engaged",1,0
1,1496327628,1496327628,"2017-06-01",2.103901203069321E+18,"Organic Search","Not Socially Engaged",1,0
17,1495995548,1495995548,"2017-05-28",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
9,1495590756,1495590756,"2017-05-23",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
1,1497903307,1497903307,"2017-06-19",2.4066976174327306E+18,"Direct","Not Socially Engaged",1,0
1,1497969004,1497969004,"2017-06-20",5.383574930916335E+18,"Organic Search","Not Socially Engaged",1,0
1,1501435976,1501435976,"2017-07-30",9.531484440776788E+18,"Organic Search","Not Socially Engaged",1,0
2,1501449271,1501449271,"2017-07-30",7.598718672253908E+17,"Referral","Not Socially Engaged",1,0
10,1495483146,1495483146,"2017-05-22",2.2055770612897682E+18,"Referral","Not Socially Engaged",1,0
1,1496940279,1496940279,"2017-06-08",6.068786725016858E+18,"Direct","Not Socially Engaged",1,0
1,1501615311,1501615311,"2017-08-01",41061062567566096,"Organic Search","Not Socially Engaged",1,0
1,1501153952,1501153952,"2017-07-27",4.904232055919816E+18,"Organic Search","Not Socially Engaged",1,0
1,1497753311,1497753311,"2017-06-17",1.7014325276645827E+18,"Organic Search","Not Socially Engaged",1,0
1,1499966254,1499966254,"2017-07-13",6.596255724744474E+17,"Organic Search","Not Socially Engaged",1,0
1,1497884883,1497884883,"2017-06-19",7.709735863544073E+18,"Organic Search","Not Socially Engaged",1,0
1,1499376361,1499376361,"2017-07-06",7.5323755696479E+18,"Direct","Not Socially Engaged",1,0
1,1497096868,1497096868,"2017-06-10",6.488216780199247E+18,"Direct","Not Socially Engaged",1,0
5,1500471301,1500471301,"2017-07-19",7.15983072508787E+18,"Organic Search","Not Socially Engaged",1,0
1,1501273350,1501273350,"2017-07-28",23646737247370608,"Direct","Not Socially Engaged",1,0
1,1498151784,1498151784,"2017-06-22",4.540631974426936E+18,"Direct","Not Socially Engaged",1,0
1,1501515384,1501515384,"2017-07-31",2.4756086215386E+18,"Organic Search","Not Socially Engaged",1,0
1,1501138596,1501138596,"2017-07-26",9.118952295398612E+18,"Organic Search","Not Socially Engaged",1,0
1,1497975132,1497975132,"2017-06-20",3.1393834542755707E+18,"Direct","Not Socially Engaged",1,0
1,1494958217,1494958217,"2017-05-16",6.942171886696812E+18,"Direct","Not Socially Engaged",1,0
3,1501390551,1501390551,"2017-07-29",1.8962693366097736E+18,"Direct","Not Socially Engaged",1,0
1,1494006955,1494006955,"2017-05-05",4.855026625980153E+17,"Organic Search","Not Socially Engaged",1,0
1,1493842679,1493842679,"2017-05-03",8.237272507287901E+18,"Organic Search","Not Socially Engaged",1,0
2,1494940607,1494940607,"2017-05-16",8.414978901180901E+18,"Organic Search","Not Socially Engaged",1,0
1,1494972457,1494972457,"2017-05-16",6.119714278452573E+17,"Organic Search","Not Socially Engaged",1,0
1,1494877245,1494877245,"2017-05-15",8.788303049513715E+18,"Organic Search","Not Socially Engaged",1,0
1,1494968799,1494968799,"2017-05-16",3.6315677303518577E+18,"Organic Search","Not Socially Engaged",1,0
3,1494959065,1494959065,"2017-05-16",1.9659967327944348E+18,"Organic Search","Not Socially Engaged",1,0
1,1494989285,1494989285,"2017-05-16",1.0463783046634843E+18,"Organic Search","Not Socially Engaged",1,0
1,1494907828,1494907828,"2017-05-15",3.1163569442807583E+18,"Direct","Not Socially Engaged",1,0
5,1494871189,1494871189,"2017-05-15",2.692971909530737E+18,"Organic Search","Not Socially Engaged",1,0
1,1494888873,1494888873,"2017-05-15",5.526022825961729E+18,"Organic Search","Not Socially Engaged",1,0
1,1494941851,1494941851,"2017-05-16",8.359692880526926E+18,"Direct","Not Socially Engaged",1,0
6,1494958793,1494958793,"2017-05-16",6.724030420958826E+17,"Organic Search","Not Socially Engaged",1,0
2,1494935744,1494935744,"2017-05-16",4.981191526960723E+16,"Organic Search","Not Socially Engaged",1,0
1,1494875741,1494875741,"2017-05-15",3.3681074983922355E+18,"Direct","Not Socially Engaged",1,0
2,1494953025,1494953025,"2017-05-16",8.648473339468966E+18,"Organic Search","Not Socially Engaged",1,0
1,1494945446,1494945446,"2017-05-16",2.8583683760302586E+17,"Organic Search","Not Socially Engaged",1,0
1,1494872019,1494872019,"2017-05-15",8.36104968809619E+18,"Organic Search","Not Socially Engaged",1,0
1,1494976568,1494976568,"2017-05-16",5.872252258957597E+18,"Organic Search","Not Socially Engaged",1,0
1,1494969999,1494969999,"2017-05-16",2.852339605444784E+18,"Organic Search","Not Socially Engaged",1,0
1,1494947302,1494947302,"2017-05-16",1.9506475725908137E+18,"Organic Search","Not Socially Engaged",1,0
1,1493664386,1493664386,"2017-05-01",3.0973735856146673E+18,"Direct","Not Socially Engaged",1,0
3,1494964299,1494964299,"2017-05-16",9.832261998583284E+17,"Organic Search","Not Socially Engaged",1,0
1,1494990494,1494990494,"2017-05-16",7.18272259567417E+18,"Organic Search","Not Socially Engaged",1,0
2,1495046221,1495046221,"2017-05-17",4.853860593242381E+17,"Organic Search","Not Socially Engaged",1,0
1,1495042009,1495042009,"2017-05-17",8.805651495999934E+18,"Organic Search","Not Socially Engaged",1,0
1,1496173017,1496173017,"2017-05-30",3.6925421442964525E+17,"Organic Search","Not Socially Engaged",1,0
68,1500513300,1500513300,"2017-07-19",2.1081274673532465E+18,"Paid Search","Not Socially Engaged",1,0
1,1497841503,1497841503,"2017-06-18",7.095266266478209E+18,"Organic Search","Not Socially Engaged",1,0
1,1498064340,1498064340,"2017-06-21",1.3768938672975918E+18,"Direct","Not Socially Engaged",1,0
1,1498005853,1498005853,"2017-06-20",1.9500272560028636E+18,"Organic Search","Not Socially Engaged",1,0
3,1494007782,1494007782,"2017-05-05",4.1559626230764303E+18,"Referral","Not Socially Engaged",1,0
1,1501418007,1501418007,"2017-07-30",8.799184879558428E+18,"Organic Search","Not Socially Engaged",2,0
1,1500086456,1500086456,"2017-07-14",3.261836164252229E+18,"Direct","Not Socially Engaged",2,0
3,1500941020,1500941020,"2017-07-24",4.077052043839967E+18,"Referral","Not Socially Engaged",2,0
2,1499983467,1499983467,"2017-07-13",3.1282384453729147E+18,"Organic Search","Not Socially Engaged",1,15390000
2,1501551418,1501551418,"2017-07-31",3.519384761015106E+18,"Organic Search","Not Socially Engaged",2,0
271,1493840267,1493840267,"2017-05-03",1.957458976293878E+18,"Display","Not Socially Engaged",3,0
1,1501350900,1501350900,"2017-07-29",9.174173865494286E+17,"Direct","Not Socially Engaged",3,0
1,1501481124,1501481124,"2017-07-30",4.4341938838914657E+18,"Affiliates","Not Socially Engaged",2,0
11,1496771670,1496771670,"2017-06-06",9.344661624535255E+18,"Referral","Not Socially Engaged",2,11190000
1,1501467349,1501467349,"2017-07-30",6.926968249675432E+18,"Paid Search","Not Socially Engaged",4,0
2,1501182772,1501182772,"2017-07-27",8.20133988792388E+18,"Referral","Not Socially Engaged",3,3500000
6,1496679479,1496679479,"2017-06-05",3.3288415063401073E+18,"Direct","Not Socially Engaged",5,0
1,1495313556,1495313556,"2017-05-20",8.959602460843808E+18,"Direct","Not Socially Engaged",6,6990000
1,1500632535,1500632535,"2017-07-21",2.2815525342330977E+18,"Affiliates","Not Socially Engaged",7,0
1,1497597348,1497597348,"2017-06-16",4.62686579258407E+18,"Social","Not Socially Engaged",1,0
62,1494757907,1494757907,"2017-05-14",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1497481995,1497481995,"2017-06-14",7.044631425999619E+18,"Social","Not Socially Engaged",1,0
1,1497514688,1497514688,"2017-06-15",7.668974789373873E+17,"Social","Not Socially Engaged",1,0
1,1497484659,1497484659,"2017-06-14",3.8779498155915254E+18,"Social","Not Socially Engaged",1,0
1,1497801635,1497801635,"2017-06-18",3.2637253724441344E+18,"Social","Not Socially Engaged",1,0
1,1497504941,1497504941,"2017-06-14",7.917042021111719E+18,"Social","Not Socially Engaged",1,0
1,1497459504,1497459504,"2017-06-14",5.949464667154164E+18,"Social","Not Socially Engaged",1,0
1,1497453428,1497453428,"2017-06-14",9.73421945497031E+18,"Social","Not Socially Engaged",1,0
1,1501030406,1501030406,"2017-07-25",3.260119794896425E+17,"Social","Not Socially Engaged",1,0
1,1499504677,1499504677,"2017-07-08",8.506704573400049E+17,"Direct","Not Socially Engaged",15,18990000
1,1493746560,1493746560,"2017-05-02",5.180378474170874E+18,"Organic Search","Not Socially Engaged",1,0
1,1501367595,1501367595,"2017-07-29",8.24221138216091E+18,"Organic Search","Not Socially Engaged",1,0
21,1496075858,1496075858,"2017-05-29",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
1,1495949360,1495949360,"2017-05-27",3.768333308730598E+18,"Organic Search","Not Socially Engaged",1,0
1,1495997514,1495997514,"2017-05-28",2.6002906133118776E+18,"Direct","Not Socially Engaged",1,0
10,1495219068,1495219068,"2017-05-19",2.69401447946183E+18,"Organic Search","Not Socially Engaged",1,0
1,1499299921,1499299921,"2017-07-05",9.470272975092826E+18,"Organic Search","Not Socially Engaged",1,0
1,1495391667,1495391667,"2017-05-21",4.942572718917973E+18,"Direct","Not Socially Engaged",1,0
1,1500494163,1500494163,"2017-07-19",4.872015562714352E+18,"Direct","Not Socially Engaged",1,0
1,1497994817,1497994817,"2017-06-20",3.6797839513539757E+17,"Direct","Not Socially Engaged",1,0
18,1493793364,1493793364,"2017-05-02",5.924844539125762E+18,"Organic Search","Not Socially Engaged",1,0
1,1501360338,1501360338,"2017-07-29",4.766952462968783E+18,"Organic Search","Not Socially Engaged",1,0
9,1496845665,1496845665,"2017-06-07",9.501779440932334E+18,"Referral","Not Socially Engaged",1,0
1,1499787224,1499787224,"2017-07-11",5.886742496024365E+18,"Organic Search","Not Socially Engaged",1,0
5,1499727644,1499727644,"2017-07-10",1.6025813387987277E+17,"Organic Search","Not Socially Engaged",1,0
4,1498127576,1498127576,"2017-06-22",6.821560832599618E+18,"Organic Search","Not Socially Engaged",1,0
1,1494965667,1494965667,"2017-05-16",6.029592633138449E+17,"Organic Search","Not Socially Engaged",1,0
2,1494968822,1494968822,"2017-05-16",7.669152092355501E+18,"Organic Search","Not Socially Engaged",1,0
1,1494994687,1494994687,"2017-05-16",7.483034947198606E+18,"Direct","Not Socially Engaged",1,0
1,1494988600,1494988600,"2017-05-16",8.330585649491714E+18,"Direct","Not Socially Engaged",1,0
4,1494184068,1494184068,"2017-05-07",8.248766477273944E+18,"Direct","Not Socially Engaged",1,0
2,1494993254,1494993254,"2017-05-16",1.1413822419641272E+18,"Organic Search","Not Socially Engaged",1,0
1,1494961065,1494961065,"2017-05-16",5.66775201533176E+18,"Organic Search","Not Socially Engaged",1,0
1,1494959363,1494959363,"2017-05-16",7.316859594176809E+18,"Organic Search","Not Socially Engaged",1,0
2,1494973184,1494973184,"2017-05-16",3.5229363751503447E+18,"Organic Search","Not Socially Engaged",1,0
1,1494967480,1494967480,"2017-05-16",5.92088298772374E+18,"Organic Search","Not Socially Engaged",1,0
1,1494959426,1494959426,"2017-05-16",5.21636034098963E+18,"Organic Search","Not Socially Engaged",1,0
3,1494939110,1494939110,"2017-05-16",7.366285301832651E+18,"Organic Search","Not Socially Engaged",1,0
1,1494958632,1494958632,"2017-05-16",6.572130083735955E+18,"Organic Search","Not Socially Engaged",1,0
1,1494871485,1494871485,"2017-05-15",4.986339144353966E+18,"Organic Search","Not Socially Engaged",1,0
1,1494906962,1494906962,"2017-05-15",9.17327160114793E+18,"Direct","Not Socially Engaged",1,0
2,1494972493,1494972493,"2017-05-16",8.989438149606966E+17,"Organic Search","Not Socially Engaged",1,0
1,1494990227,1494990227,"2017-05-16",3.1947253000276444E+18,"Direct","Not Socially Engaged",1,0
2,1494999910,1494999910,"2017-05-16",1.4024763761364088E+18,"Organic Search","Not Socially Engaged",1,0
1,1495014118,1495014118,"2017-05-17",5.731762182273907E+18,"Organic Search","Not Socially Engaged",1,0
3,1495041490,1495041490,"2017-05-17",1.6926927337343777E+18,"Organic Search","Not Socially Engaged",1,0
1,1495048327,1495048327,"2017-05-17",8.631216931290267E+18,"Organic Search","Not Socially Engaged",1,0
1,1495041644,1495041644,"2017-05-17",3.217495429189008E+18,"Organic Search","Not Socially Engaged",1,0
1,1495050656,1495050656,"2017-05-17",3.0469619319374725E+18,"Organic Search","Not Socially Engaged",1,0
1,1495034753,1495034753,"2017-05-17",2.153858595860125E+18,"Organic Search","Not Socially Engaged",1,0
1,1499564606,1499564606,"2017-07-08",1.7388635582153953E+18,"Organic Search","Not Socially Engaged",1,0
1,1500787454,1500787454,"2017-07-22",5.634441603454325E+18,"Organic Search","Not Socially Engaged",1,0
1,1497886617,1497886617,"2017-06-19",8.541987726027364E+18,"Organic Search","Not Socially Engaged",1,0
1,1496703600,1496703600,"2017-06-05",5.544179815113763E+18,"Direct","Not Socially Engaged",1,0
2,1501633854,1501633854,"2017-08-01",3.463192066007015E+18,"Organic Search","Not Socially Engaged",1,0
2,1501177648,1501177648,"2017-07-27",3.6175410856926843E+18,"Organic Search","Not Socially Engaged",1,0
3,1501515069,1501515069,"2017-07-31",5.145898522082612E+18,"Organic Search","Not Socially Engaged",2,0
1,1500449573,1500449573,"2017-07-19",3.3377533126526275E+18,"Affiliates","Not Socially Engaged",2,0
1,1496166910,1496166910,"2017-05-30",1.8302139780832502E+17,"Direct","Not Socially Engaged",2,0
1,1494924198,1494924198,"2017-05-16",4.0598522517506534E+18,"Organic Search","Not Socially Engaged",2,0
1,1499191199,1499191199,"2017-07-04",8.530507238755783E+18,"Direct","Not Socially Engaged",1,0
6,1496253746,1496253746,"2017-05-31",5.805078807561705E+18,"Organic Search","Not Socially Engaged",3,0
1,1501172631,1501172631,"2017-07-27",2.929602563875284E+18,"Referral","Not Socially Engaged",2,24990000
1,1501202898,1501202898,"2017-07-27",12886835043244988,"Paid Search","Not Socially Engaged",4,0
1,1500424056,1500424056,"2017-07-18",2.599815060976685E+18,"Direct","Not Socially Engaged",4,0
2,1500823545,1500823545,"2017-07-23",3.164012030081636E+18,"Organic Search","Not Socially Engaged",4,10500000
1,1496308315,1496308315,"2017-06-01",2.0136389049268004E+18,"Direct","Not Socially Engaged",6,18990000
1,1499446752,1499446752,"2017-07-07",2.749108506261092E+18,"Direct","Not Socially Engaged",7,9090000
1,1499656379,1499656379,"2017-07-09",9.047164540993285E+16,"Organic Search","Not Socially Engaged",7,17490000
8,1499896708,1499896708,"2017-07-12",9.36320720509476E+18,"Referral","Not Socially Engaged",10,13990000
1,1497455464,1497455464,"2017-06-14",2.214070742651134E+18,"Social","Not Socially Engaged",1,0
1,1497678145,1497678145,"2017-06-16",5.064014065614386E+18,"Social","Not Socially Engaged",1,0
12,1497554715,1497554715,"2017-06-15",8.715814361981526E+18,"Social","Not Socially Engaged",1,0
3,1501610492,1501610492,"2017-08-01",4.756916253336701E+18,"Social","Not Socially Engaged",1,0
2,1493671046,1493671046,"2017-05-01",4.903580285165041E+18,"Social","Not Socially Engaged",1,0
1,1499038098,1499038098,"2017-07-02",6.062466215174564E+18,"Social","Not Socially Engaged",1,0
1,1497507441,1497507441,"2017-06-14",1.8516543142988608E+18,"Social","Not Socially Engaged",2,0
1,1501057492,1501057492,"2017-07-26",2.6337290165972083E+17,"Direct","Not Socially Engaged",1,0
1,1497522390,1497522390,"2017-06-15",5.802708576331987E+18,"Direct","Not Socially Engaged",1,0
12,1495892685,1495892685,"2017-05-27",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
3,1496779418,1496779418,"2017-06-06",1.2573277432467075E+18,"Organic Search","Not Socially Engaged",1,0
3,1495627605,1495627605,"2017-05-24",6.614248863374793E+18,"Organic Search","Not Socially Engaged",1,0
1,1500426736,1500426736,"2017-07-18",2.2316750068740977E+18,"Organic Search","Not Socially Engaged",1,0
